clean_tweet,sentiment_combined_final_label
i bet $ZM is a outfit of the #Chinese and they are stealing all the #data #streams and now know more about #us than us does..lol im still short and staying that way,0
@thesquaredog I’m on the $ZM short train too. Burn. It. Down.,0
"$ZM continuing its downward trajectory, with $PTON in tow. Still short both.",0
$zm is bearish,0
$ZM the trend is your friend and the trend is down..... Cramer cant save this one.... $BB seems to be gaining market share,1
$zm smacked https://t.co/vh86lthEny,0
"It took a couple days, but it did bounce right off that $108 target $ZM https://t.co/fV0bUjgzIU https://t.co/GqLyNd2evQ",2
"Even that, Cramer has minimized $ZM ’s danger. It has tried to bypassed $AAPL MacOS install procedure. Huge implication beyond Zoombombing. A single piece of viral code could infect the whole network, intranet notwithstanding...",0
$ZM website traffic is up over 400% in  March.   https://t.co/JoHCSq4eBq https://t.co/X7SzAbeMvc,2
"$ZM Zoom bull sees continuing post-virus gains https://t.co/E8mL3Fzbmw Needham says that Zoom Video (NASDAQ:ZM) ""is likely to see a sustained increase spend from existing customers post-COVID of ~+15% from pre-COVID levels.""
 Needham maintains a Buy rating &amp; $140 target for Zoom",2
$ZM only a break above last month peak would confirm that the stock can see further upside either as part of a bullish nest or could be doing a 5th wave higher since IPO #elliottwave #trading https://t.co/Inp1PVZH4J,2
"$VERB #VideoBroadcast #VideoConference #LiveVideo #Webinars $ZM

2 Months Free!
VERB is releasing the new #LiveShopping &amp; #Webinar #SalesTool early to help the #Coronavirus #StayAtHome initiative!

https://t.co/cKljdVEoeK
https://t.co/lc076bilrO",2
@Grummz Short $ZM it's a bloated pig,0
$ZM Zoom bull sees continuing post-virus gains https://t.co/GkSUaXtv19,2
Zoom bull sees continuing post-virus gains $ZM https://t.co/2OQEoC8392,2
"@LeFondateur4 I never buy Chinees stocks I agree transparency is really bad and I know the ceo is Chinese but there nothing really suggest
China track people on $zm platform beside some fake Headline from Channel who try to sale news.",0
@carlquintanilla Many school districts in the US have prohibited teachers to us $ZM Zoom on privacy concerns.,0
@KDaimler @TommyThornton  $ZM. Agreed but it’s a shame. Had call with 88 year old Dad with family last night and he had no issues loading it up and engaging. He was so happy seeing us all together. It’s powerful given he’s alone thousands of miles away.,2
"@FinancialTakes Hmm did not know him. You just made an ad for him.
Would be shorting $ZM, but already holding it long. Sad. 

What you are looking at?",0
"I liked the #ZOOM concept this is why our version was built using proprietary cryptography along side blockchain with a dash of AI, yeah its that good, $ZM was a concern when someone wanted to use it with me &amp; record it w/o my knowledge, not good
#Megahoot next step https://t.co/PNOJw1ir9T",2
Everyone just needs to put on their god damn plague masks and get back to work. Also short $ZM,0
"$ZM ""UK National Cyber Security Centre: NCSC guidance shows there is no security reason for Zoom not to be used for conversations below a certain classification.""

Let's see how much feathers investor-chickens will lose in this week on a none issue.

https://t.co/f4biw1LzKC",0
"@FinancialTakes $ZM one truth from all tech rumble:
""History has shown that ease of use is more important than privacy or security in nearly every case.
... Time and cognitive space are far more expensive than the long tail risks associated with bad security and privacy.""
https://t.co/grCDIa38vF",2
"Taiwan is banning government use of popular video-conferencing app Zoom over cybersecurity concerns https://t.co/lhup8J5FmV via @technology

$ZM
$MSFT
$ORCL",0
"@carlquintanilla We stopped using b/c webcam would randomly turn on after using &amp; installing Zoom the first time. A huge microphone would also randomly appear on the laptop screen at times when Trump speaks on TV

Don't need President Xi Watching us eat Cheerios &amp; change the Telly to #CNBC 

$ZM",0
@crescatkevin Exactly $ZM SELL run! If you’re looking for #Software disruptive technology $WEYL is empowering #SMB recently launched in USA Italy Taiwan partnered with $LN #GrabFood trading at 1X revenues zero debt with projected 2020 rev 100m unheard of discount prior uplist #NASDAQ,2
@bzelnick @CNBCnow $WEYL #paas #ecommerce full circle helping #SMB and consumers sell buy receive essentials during outbreak #mcommerce #Software disruption SELL $ZM STRONG BUY $WEYL trading at 1X revenues unheard of discount prior uplisting #NASDAQ,2
Zoom is making a simple change that could help prevent unwanted guests from crashing calls $ZM https://t.co/EF7LQGy9gG,2
"$ZM is today ranked #1 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXyNU1n",2
"$ZM CEO Interview on CNN

Whoever didn’t know of Zoom now knows of it.

There is nothing called bad marketing. Alll marketing is good. 😀

https://t.co/d33A1QkyDl",2
"@thebrandindex I have to say - I’m intrigued. It is the ultimate social distancing stock and it has pulled back, because of the wishful “peak Coronavirus” thinking. My family and I pretty much use $ZM all day long to communicate with the outside world.",2
$ZM - short that shit. Privacy concerns. Bubble gonna burst.,0
"7/x #ClassAction @zoom_us $ZM; Filed by @wexlerwallace 
""Defendant acted in reckless disregard of their privacy rights. Defendant knew or should have known that their substandard security measures are highly invasive and offensive to a reasonable person.""
https://t.co/LjHI91odit",0
@optionslion8 Please send some of that love my way. I got smoked on f**** $ZM last week. POS!,0
@baumerSTL @jimcramer $MSFT teams beat $ZM..teams can do what zoom can do. Haha made money and wall street pumping. I'm gonna be doing naked put ;),2
"@ChrisCamillo @DumbMoneyTV @jordan_mclain @davehanson Thx for the great session @ChrisCamillo. I'm trying to gauge if the mkt has underestimated how big $ZM's PRO upgrade spike has been—I see the often cited ""10M to 200M user increase"", but what if PRO is up 30X &amp; this locks them in as the ""Kleenex of conferencing"" -@jordan_mclain https://t.co/jEYE5nrUd3",2
"@OffTheRunTrades Good point. Think that PWM thesis on $ZM should fade as the stock starts going down - they’re just riding the trend, and probably unaware of the privacy issues or increasing competitive offerings. Microsoft Teams and Google Hangouts are smelling blood in the water.",0
"Millions and millions of new users and none of them are paying and the CEO doesn't care.

Cramer: And do you think people will convert from free to paying when its time?
$ZM CEO: That's not our focus.

☠️🙃📉",0
"@OffTheRunTrades In case I had any doubts, seeing the $ZM CEO interview with Cramer tonight cleared them up. The guy is lying through his teeth, can’t answer questions directly, and the company is routing all kinds of private info on American business and consumers right to China. SHORT!!",0
$LK $ZM everything is going to be OK guys... 😂 Let's goooo! https://t.co/IJ85aQjaiD,2
Short $ZM...  what a joke,0
$ZM : Slack is the most widely used integration,2
"still insist on ising #zoom?? $ZM accounts posted on a #darkweb forum; one of these use accounts belong to a “major #healthcare provider”, which means they likely exposed private medical conversations and #data but aren’t admitting it just yet

#CyberSecurity #infosec #investment https://t.co/tWnBfH7wVg",0
"@jimcramer $ZM is not enterprise grade. Brought to market with inadequate, unacceptable security. It’s only a cute little app. Go with the big guys. Be safe.",0
#Zoom admits calls got 'mistakenly' routed through China https://t.co/FuTE6MKZsZ $ZM,0
$ZM looking for a -$116 open or a major bounce. Still bearish on this https://t.co/vRPru3Y5q8,0
"IN TODAY'S LIVE RE-CAP WEBINAR FOR 04/06/2020 

$ZM
SOME DAYS I WAKE UP
PLAY THIS STOCK &amp; BANK HUGE
BUT TODAY, I CAN'T TELL YOU HOW FRUSTRATED I WAS ON THE @TDAmeritrade EXECUTIONS
EVEN THOU THE STOCK WAS RIGHT ON CUE
NO MATTER HOW HARD I TRIED IT BIT ME.

https://t.co/oaSzkjKpeY https://t.co/18CeROIqy1",2
"@OutdoorLazerTag @smartertrader $ZM shares continue to fall, even after ZM CEO interview with @jimcramer",0
"@OutdoorLazerTag @smartertrader @OutdoorLazerTag You clearly don't understand what constitutes a ""security issue"" for $ZM.  Private/top secret data getting routed and leaked to China....you can't fix that with a waiting room and password.",0
"@smartertrader amazing $ZM got 10m to 200m subscribers, similarities to $Nflx kinda growth. But ZM CEO not even 10% smart compared to Reed Hastings!!!",2
"$ZM....absurd value..a product that has a dozen others doing same, some like Skype free....and China security breach...DEAD MAN WALKING.....dont complain when it blows up, you didnt see the warning signs",0
@smartertrader I have a feeling that $BA CEO may have had a hand in helping set up and prep this garbage CEO from $ZM's interview with Cramer today.,0
"$ZM CEO , hard to understand and did not really say anything new so good luck with that",0
$ZM the trade was to buy it on the dip then cover immediately. i can't justify it's relative value. before u have a canipshon... am not looking for cheap. ZM now is a ridiculous justification. p/sales is 8x more expensive say than $CRM or 2x than $RNG,0
@smarter411 Like $zm  but that interview was subpar at best,0
I can host a conference with 500 IDs verified attendees at a time. I wonder if $ZM has this feature? Lol😀,2
"Credit Suisse downgraded Zoom, sending shares of the video conferencing company lower. @RiskReversal gives his take on the downgrade and why investors should get out of $ZM. https://t.co/F58wwnstDs",0
"Losses in $ZM
Scalped $MSFT when futures took off. 

I haven’t done anything great to deserve this. But, market gods showered me some love. https://t.co/XnKZqwb3Bb",0
"“If Zoom doesn’t fix its problem really soon, it’s going to be one of those stories that takes on a life of its own.”

$ZM is perhaps the biggest stay-at-home trend, but 
@robertherjavec explains why cybersecurity concerns could lead to its downfall:",0
"Dumb and dumber: 

1. Buying a stock at 51 times revenues
2. Granting the CCP full access to your computer

https://t.co/40ozwGwEp8

$ZM https://t.co/7135DDgb6e",0
"$ZM Just added 20 shares. Kind of embarrassing to say that lol. Not baller 
levels. https://t.co/BSQohc9Bkq",0
"Zoom-bombing is hurting American children who just want to learn during these trying times. So sad.. 
The Company routed traffic through China. Perhaps #JimCramer will rip up the script stand up to the ceo like @elonmusk did!! $zm is trying to buoy their stock at any cost. RT",0
@vantillian That was me with $ZM lol. Hey let's flood the market with terrible news and updates and watch it see new highs. What a time to be bearish 😥😷,0
"@GerberKawasaki Wow $ZM taking a nose dive since I said it was a great short at $140+

Will likely be bad news for Zoom with the added users. Most are non-paying. Remember Periscope and Vine?",0
Corporate America workers itching (dare I say it) to go back to the office? $ZM and $TDOC both down about 4% today as broader market soared.,0
// If $ZM doesn't get this under control soon it's going to have long-lasting problems. Says they need to do something drastic within the next week and push it out to consumers.,0
"One of the kids attending one of our first ever $ZM bday parties tonight. Amazing new world. But hey, why not. Zoom graduations, proms...but how do you get to 3rd base???",2
"I'm out!  Can't pass up this much profit in this environment!  What a bounce!  It could bounce tomorrow, but I will sleep happy tonight with some green before the close!  $ZM https://t.co/EwvW6UuCPK",2
"$ZM Volume today is worth noting
I have a position",2
$ZM went long 116.50 to 123. +6.5 pts on that trade. Can't complain https://t.co/YR5FrxejX5,2
"Here we go
Open source coming after $ZM now
This thing has SO much competition especially from the tech savvy its ridiculous 

https://t.co/Q9BbLWO12G",0
Well this went the wrong way. $ZM should get smacked right here and ill sell the lot for a loss. Really had this pegged as weak and she ripped s solid 4 bucks.,0
Everyone is using zoom. It’s social and media. It’s what Facebook hoped VR would be. We all hangout on it. Plenty of room to place ads. Great data can be gathered and fees charged.  $ZM #zoom is the next Facebook if they play it right $FB,2
"I am flat all positions, and I do not plan on taking on new ones ...

However, $ZM showing strength into the EOD!

It should provide plenty of long &amp; short plays tomorrow!!

$SPY $QQQ https://t.co/Pd023PZREZ",2
"@johnscharts @T66476371 @pawan1234o 
Strong Red to Green move by $ZM, even with all the bad news. Good vol too, support at 50d EMA. NP missed the Bounce entries.",2
$ZM bounced 3$ already!  Boom! https://t.co/WoqYeE060W,2
"Zoom shares slip over security concerns, rising competition $ZM https://t.co/anGTnO8I8R",0
"Traded $DPZ on the 2-1-2 reversal on 60m today. 
$ZM, 2-1-2 on the 30m this morning! Both longs! I really wanted $TDOC for a short this morning, it gapped below the inside range from friday past my ideal entry so I moved on! All from the gapperlist from @RobInTheBlack! #TheStrat",1
$ZM MW Zoom Video stock slides as much as 15% after analyst joins in backlash on valuation fears ZM,0
"The Dragon excels in deceit.. they are cooking the books again? #WuhanCoronavirus 🚨🏮👹

https://t.co/mcHZNHNGcS @palkisu @WIONews  #ChinaLiedPeopleDied #China #Coronavirus $LK $zm $spy",0
"Zoom has ridden the “work from home” wave to more than 100% gains in 2020. The company’s market cap now exceeds those of many large companies, including Ford, FedEx and several of the major airlines. #stocks #markets #economy #investing #financialservices $ZM https://t.co/YOPBumdQK6",2
@AdamSinger @LSValue Its funny how people said their liability was being a tech company suddenly its becoming an asset in the post covid world $zg $rdfn $zm,1
@AOTtrades Another gap down open near today's lows would set it up nicely for a long $ZM,2
$ZM fell more than 20% from highs. Anything that has a Chinese connection seems to get smashed. https://t.co/5SSTE1T6il,0
$ZM is falling Monday on security concerns. https://t.co/Ap5fMZtTw2,0
$ZM can blow if it breaks 122 ish 🦏 https://t.co/u6F34liz8Z,2
"""I really messed up""- Eric Yuan, $zm
Good he's owning it, but reality is this been zm strength. Anyone who follows saas closely has known they sacrificed sec/priv for ux every step of way. Think Eric Yuan doing this to WEBEX ...https://t.co/1dTkH4DfVn",0
"$ZM 91 of the 100 largest U.S. companies are on Microsoft Teams

https://t.co/CXH1YcCxbi",0
"too many negative headlines on $ZM

bot a small pos - put option in ZM $100 17APR20 

here's another negative headline to add!
https://t.co/DG7HHAL72a",0
Anyone else experiencing issues with Zoom today? Seems they've been working on their privacy issues this week but now the audio on all my calls today have been TERRIBLE. $ZM,0
"""NYC education department tells principals to stop using #Zoom, citing #privacy concerns"" https://t.co/1m2GdimICY $ZM $GOOG $MSFT",0
$ZM Zoom’s Valuation is rich relative to High-Growth Software Peers https://t.co/UN1ethSQlA,2
$zm has problems that you should concern - NYC education department tells principals to stop using Zoom from @CNBC https://t.co/arwIIFGPKU,0
"$ZM is today ranked #2 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXyNU1n",2
"2/x Writing on this now! If your child’s school is using @zoom_us, I would love to speak with you. All statements are confidential. Dm’s open. Here are some of my threads on $ZM. I have been following since their first issues, shocked at how easy #Zoom bypassed settings. #privacy",2
Folks are now reporting margin calls on $ZM about damn time,0
NYC Department of Education bans Cramer's @CNBC Chinese Spyware company Zoom Video $ZM https://t.co/AAyJMlp5XW,0
Grateful to the geniuses that decided to make online Minecraft coding classes this week. I suppose I'm going to have to get him a real computer setup. This will do for now! #Minecraft $ZM #Zoom #WorkFromHome #PlayFromHome https://t.co/l5Gtad2fK0,2
"Zoom - $ZM - those multiples tho 😭, a perfectly negatively correlated dumb-dumb asset https://t.co/X1rL3Ss9kF",0
"NYC education department tells principals to stop using Zoom, citing privacy concerns
 $ZM",0
Unless $ZM is magically acquired stock isn’t worth more than $75 a share,0
$ZM yellow arrow is where i first wanted the stock...it popped as soon i decided https://t.co/tqwK39jHTp,2
"Real world example of why I like to build into positions ... 

I missed this entry, ""𝘁𝗵𝗶𝗻𝗸𝗶𝗻𝗴"" $ZM would work itself a little higher for me to start into another short!!

Uggg ...

Anytime I start trying to 𝘁𝗵𝗶𝗻𝗸, instead of act, I miss opportunities ... 

$SPY $QQQ https://t.co/XHzTc0WPNB",2
$ZM starting to weaken.,0
"I'm not an equities analyst but $ZM's P/E ratio is 1,404.54 and that strikes me as kinda high ...",0
"@iamshack24 @stephenLweiss Bowflex, echelon, the list goes on and on.  $NLS has interactive online classes, less money and can use with $PTON app.  Just like $ZM, the valuation is off the charts for an easily disruptable business.",2
"$ZM MW UPDATE: Zoom Video lurches from boom to backlash amid privacy issues, 'Zoom bombing' attacks GOOG  GOOGL  ZM",0
$ZM New HOD  :),2
$zm might wanna go green today,2
$BB the best choice: Don’t Compromise on Security in a Crisis https://t.co/Er2o55jtYp forget $ZM overvalued and a big problem on hands https://t.co/SCByGhYO0g,1
"$ZM UPDATE: Zoom Video Communications, Inc. May Have Misled Investors About Its Security Capabilities; Shareholders https://t.co/eKZivx5ugn",0
UPDATE: Zoom Video Communications May Have Misled Investors About Its Security Capabilities; Shareholders Who Lost Money Should Contact Block &amp; Le.. $ZM https://t.co/pwBvtgAXYt,0
"Why worrying?
---&gt; Investors already saw this coming on February.
Now, the stock is overvalued, and markets soon will start making adjustments
---&gt;Nonprofessional investors became confused between $ZM and $ZOOM (not our video app!) which ended up in the suspension of $ZOOM stock",0
"BUYER BEWARE!! $ZM #Zoom
You might have noticed that Zoom is the new thing in quarantine times, which makes you tempted to invest on it. 
RED FLAG!
---&gt; Zoom increased their number of clients 5x in one month
---&gt; There was an approx. 100% increase in $ZM stock in the past 3months",2
"Zoom $ZM stock down after schools and businesses banned the meeting app over ‘zoom bombing’ security issues, in which unwelcome attendees access Zoom meetings and troll or harass participants. 

https://t.co/87EiAVnVuK",0
"Looking forward to listening in to @DumbMoneyTV LIVE in 3 minutes https://t.co/NeAMKlnCoz - very curious to weigh Zoom's positive #GoogleTrends vs. their privacy concerns $ZM @ChrisCamillo @jordan_mclain @davehanson 

https://t.co/eD6ZSMgInr https://t.co/EFSNHXglle",2
"@firstadopter I don't think a huge deal for NYC schools to use $ZM. Not like the Chinese are going to want to steal their proprietary educational methods. As for businesses I would be wary having traffic routed through China, and party committees among those working there.",0
"$742.50 today 💵💵💵 $ZM $TSLA and $DAL had me upside for a minute cause I walked away but mitigated. 

See you all tomorrow ✌🏻✌🏻✌🏻 https://t.co/4kWeTQXBbf",2
Zoom stock down after schools and businesses banned the meeting app over ‘zoom bombing’ security issues https://t.co/MDPTFjN5kt $ZM,0
$ZM uggh my puts look prettttty shitty right now 😂😥 but I'm still bearish on ZM for the week. Sub $100  https://t.co/rMrHKh1PgC,0
"$ZM (Zoom) must be buying it’s shares back because what is this nonsense 🤔

Hackers have been entering into Video conferences and their security hasn’t been rectified — so explain why we can’t let it drop back down to $108 like it was an hour ago. Now it’s at $119 🙄",0
Well well well well well how the turn tables have turned ekkkkkk $zm REITS are stupid https://t.co/KYhJ9Z8IWA,0
"$ZM Credit Suisse coming out bearish on them with good reason.

Trading well above the $105 price target. $SPY is helping that today, reality'll set in eventually.",1
#SPY $ZM being sold off. Do you think it’s in a tech bubble. Why can’t $MSFT Skype or $CSCO WebEx put a better platform out. ZM has to come down to earth. Looks like Tilray,0
@ripster47 CEO on Cramer tonight should help with that $ZM,2
@7AustinL Wow. I got filled on my $ZM limit orders today at $110 🥳,2
"From Washington darling to subject of scrutiny, Zoom zips at hyperspeed along an all-too-familiar arc for hot Silicon Valley startups. Welcome to the hot seat. $ZM #cybersecurity #startup #coronavirus https://t.co/W0DdWdpK7O via @politico",2
"Someone on VIC just made the $ZM / $ZOOM mistake

(Mentioned here: https://t.co/mau8pvUT1h) https://t.co/RKPuwIRW80",1
"“Learning to use @zoom_us “

Quite fun to hear former @federalreserve  chair Janet Yellen,

when asked by @CNBC ‘s @SaraEisen:
 “what are you doing during shelter at home?” 

Reply, “Learning to use $ZM “ 🤩 https://t.co/mgLwgUsfP7",2
"“Learning to use @zoom_us “

Quite fun to hear former @federalreserve  chair Janet Yellen,

when asked “what are you doing during shelter at home?” 

Reply, “Learning to use $ZM “ 🤩 https://t.co/u6ug9JuyJd",2
"@MadMraket U R a Rock :-)
Was considering replacing a large position in $ZM
with $RNG",2
"@Shorteverythin1 Thinking of reupping $ZM short here at 119, but greed kills. 

I've got an order open at 125 if she gets there.",2
"I was wrong on 2 trades and lost money; however, I still walked away with $427 in profit. Not bad for 45 minutes of “work” 👍 $BA $ZM https://t.co/8eqDbUYqnH",2
$ZM My favorite stock to short.  Will wait until it hits short point again.,2
"Hate on $ZM all you want, tech press. I’m long. 

It’s the gold standard, they scaled beautifully during unprecedented, insane growth, and they solved the core UX issue every other video conference app, including MSFT and Google could not which is great quality + easy launch.",2
No @zoom_us for you #NewYork kids. #zoombombing $ZM https://t.co/OAiK0Ece3X,0
$ZM Rec: Zooming to Conclusions by Vince Crisler https://t.co/AFsviz9sDp @JimCramer: sticking with it? I am!,2
Got a HEAVY watch on $ZM for the next few weeks. User growth indicating potential,2
$BB making a strong move on volume (seems gaining market share from $ZM ),2
$ZM  gets more bans after all school districts ban it,0
Let's go $ZM,2
if $ZM goes green .. it will be a massive run higher,2
Long $ZM 108.60. Too good of r:R not to take. Only pos I’ve taken. Waiting for the tape to stabilize.,2
"@gilmoreport $ZM played out only as a stalker could expect. It’s nice a months work can be earned 🤗$  in a minutes time on a MON. 

Anyone wanna go fishing with me? https://t.co/wQlUGV0RUG",2
"Sold $ZM $115 Puts i had held over weekend. 
Don’t know why I didn’t get $MSFT calls (using the same logic as buying ZM puts 😅) https://t.co/dlTLc6uVqU",0
$HLI investment bank which specializes in bankruptcies has been the new $ZM but looks extended now!  But at least one financial is thriving!,2
"The sad thing is kids and teachers are now going to suffer in trying to access and use remote-learning. Social media is lit up with parents and teachers over the weekend complaining, when they could have instead just taught teachers how to use the built-in security features $ZM https://t.co/RAp899bg5M",0
"Trending on Stocktwits:

School districts ban Zoom due to security issues.

$ZM -10% pre-market. https://t.co/ght3fts299",0
We’re getting closer $ZM.. https://t.co/iuphQiDb2P,2
@KernelXSS @MarketWatch For the market in general. With the wave of Q1 earnings coming the vast majority of companies and industries will be posting large misses. $ZM and a handful of others may do well. But they'll inevitably be dragged down by the weight of the market. Even if their PEs are reasonable,0
"$ZM got bashed over the weekend. 
thinking short off perks.",0
$ZM $TDOC  so much for true mkt leadership....its all a sell job,0
"@7AustinL @mattidds I've been teaching online summer classes at my university since 2014. After previously using AdobeConnect (utterly terrible) and the Google Hangout (mediocre), $ZM is a welcome breath of fresh air. There's a reason it's dominating.",2
"$ZM clear down trend, bad news, consolidation below the low .. Short to $100++ https://t.co/amEEqYj7iG",0
"$w doing well with revenue soaring so the winners are out there, but as we found out with $zm you have to take profits or hedge when you get the run.",2
@investingwbrady New York Board of Education banned use of $ZM because of lack of security and privacy.,0
"""The fact is, Zoom is providing an enormously helpful, reliable service, allowing hundreds of millions of people to cope under the current trying circumstance — in most cases entirely free. At the end of day, Zoom is not the villain here."" $ZM https://t.co/lnBSlYgU6S",2
all the stocks that were very strong....got taken down recently....today $ZM $TDOC weak premkt,0
$ZM today's big loser so far. -12% pre market on a wave of negative press re: security. Microsoft Teams seems like it will emerge as choice of the elite companies. Maybe some room for $WORK ?,0
"$UAL is rightfully panicking. Leisure travelers not coming back quick, Biz travel curtailed due to $ZM or $MSFT Team software. I will fly, when safe, when I have to but summer &amp; fall trips to Europe not happening. https://t.co/ofQZjaSxd8",0
$ZM is getting $ZM bombed in price this morning. $114 it better bounce or it's heading one direction.....LOWER!,0
"My latest -&gt; ""Yes, Zoom 'Messed Up,' But It's Not the Villain ... The fast-growing video-conferencing company was slow to address security and privacy issues, but the worst fears about it may be overblown."" $ZM https://t.co/lnBSlYgU6S",0
$NICE teams with $ZM for remote working https://t.co/aBEIykcZzq,1
"Zoom has now become a verb, but the hot company has a few issues explains @djtgallagher https://t.co/CMtYo6rP0p $ZM",1
@investingwbrady It's certainly a possibility and what I lean to as well. Also possible this virus opens businesses to more telecommuting to cut office space costs down. Hard to tell. I think you can do well with straddle options with $ZM.,2
$ZM Door is never big enough when you want to get out. https://t.co/GkKEeiPBF8,0
Just sitting here waiting for the market to realize @BlackBerry is the Best &amp; Most Secure work From Home Solution on the market. Do you want security?? @TheStreet @jimcramer $BB $ZM https://t.co/WWfuOy5eKi,2
"@CeeRoseCorp Thanks Michael!  

I mentioned recently, I don’t think $ZM can maintain that price. Huge increase in users will drop significantly after the virus",0
"$ZM

Users first, revenues next, profits after that...

On the last Saturday of March, nearly 3 million people globally downloaded the Zoom app on their mobile devices for the first time—a record for the company, bringing the number of downloads since its April 2019 IPO to",2
Someone must think Zoom's getting ahead of itself $ZM https://t.co/IvK12qfPNj,1
"$ZM downgrade at @CreditSuisse 

While high flying stay-at-home stock Zoom Video has added millions of users this year due to the coronavirus shutdown Credit Suisse can no longer justify its “ultra-premium valuation.” 

https://t.co/SqcsCiXO7O",0
Zoom $ZM down 10%. School districts are banning use over security and privacy worries https://t.co/Ce193SqKLI https://t.co/ZFgG0mkDmI,0
@TheStreet They Should revive the BBM Meetings platform partnership with @BlackBerry that would definitely patch the security issues @zoom_us $ZM $BB https://t.co/igRWKZAwJs,1
$ZM had a $35B market cap as of the close on Friday. Reeks of “coronavirus retail play” to boot. Could get messy,0
"$ZM In trouble  Right stock, wrong time No position at this time and not anxious to do so too soon. Other great trades to take advantage of here with momentum. Several setups (with charts) that I like posted here this past week and/or you can visit my website which I update daily",2
Zoom is being banned by the New York City Department of Education over security and privacy concerns $ZM https://t.co/SduTgmK37x,0
"My family and I did a $ZM meeting last week it was flawless. 5 people, we had no issues. Two free 40 minute sessions.",2
"@7AustinL Love(d) $ZM, but I think $MSFT provides exposure to the video conferencing angle while also has much greater upside due to the current price.",2
"$VERB #OnlineShopping #SellLive #ShopLive #ShopOnline $ZM #SocialDistancing

2 Months Free!
VERB is releasing the new #LiveShopping &amp; #Webinar #SalesTool early to help the #COVID19 #StayAtHome initiative! 

https://t.co/cKljdVEoeK
https://t.co/XpazIjGBmO",1
"$ZM (-8.4% pre) Credit Suisse Downgrades Zoom Video (ZM) to Underperform, $105 PT

https://t.co/PDy6UJwL0m",0
@TheDomino @followtheh Not to mention $ZM isn’t safe,0
"$ZM (-8.4% pre) I really messed up' on security - Zoom CEO

https://t.co/v6VArnZFOZ",0
"NYC's Dept. of Education is transitioning schools to Microsoft Teams, which the spokesperson said has the “same capabilities with appropriate security measures in place.” $MSFT $ZM https://t.co/09PxtcF8bf",0
$ZM 🚑 🔥🔥 TERRIBLE NEWS ALL ACROSS THE BOARD THIS POS/ unless your shorting don’t touch  till 90s tests,0
$ZM downgraded by Credit Suisse today plus some schools to stop using it over privacy concerns,0
"$ZM -9% pre-market. Credit Suisse downgrades Zoom, tgt $105. ""... we expect much of the recent surge will prove
ephemeral, and/or comes from free users or education, which are very difficult to monetize."" Notes $RNG among increasing competition.",0
$ZM May rally a bit from lows but company might be toast long term.,0
"IMO, it is IMPOSSIBLE for $ZM to survive....how the hell is it possible they made a ""mistake"" and allowed China to infiltrate?

Dont say you werent warned

$LK and $ZM",0
"$ZM(128.20) down 10  Credit Suisse analyst Brad Zelnick downgraded $ZM
to Underperform from Neutral with a pt of $105, up from $95. Washington Post
says - $ZM  being banned for online learning from home per the
crisis over security concerns by some U.S. school districts,",0
$ZM Credit Suisse Downgrades Zoom Video From Neutral to Underperform,0
"Credit Suisse downgrades zoom video from neutral to underperform 
$ZM",0
$ZM 'I really messed up' on security - Zoom CEO https://t.co/EDV0LKvqCA,0
"Downgrade by CS on $ZM from neutral to underperform. Lots of insider selling in the past few weeks along with recent privacy issues. Also, did I mention that their PE ratio is at 1500x. Not looking good...",0
Credit Suisse Downgrades Zoom Video $ZM to Underperform https://t.co/QPPwFHOgSH,0
"$ZM getting smoked this morning

""Coronavirus Update: NYC’s Department Of Education Wants Schools To Stop Using $ZM Video Conferencing Service Over Security Concerns""

https://t.co/kUVs7jb2BE 

#SPY $QQQ https://t.co/dadO02aqOo",0
"Time to get excited about $twtr again? 
The video streaming capabilities of @PeriscopeCo have come a long way.
I imagine live scopes of teachers to students while allowing their participation could be a thing. $zm 

https://t.co/QstPcIsEsC",2
"Amazing how media is changing before our eyes in real-time. YouTube mixed with Zoom mixed with the cast of Hamilton (starts at minute 11). No need for traditional talk show and TV studio. Everything remote. Maybe $ZM stock is not too high:
https://t.co/ZBKl0okwFl",2
I really messed up' on security - Zoom CEO $ZM @zoom_us https://t.co/GFaJVVBByn,0
"$ZM is today ranked #3 in the Daily Gambiste Big Cap rating. Zoom Video Communications, Inc. - Class A Common  is today top rated. Check the full Gambiste long term ratings here: https://t.co/RA0LXyNU1n",2
@ACInvestorBlog Would luv to see BBM Meetings come back @BlackBerry @BlackBerryHelp flick the switch 😎 $BB $ZM https://t.co/gl7xBgQckS,2
"$ZM according to me will have a difficult time in couple of months. New York City bans Zoom in schools, citing security concerns – TechCrunch https://t.co/rxd0Z4TZwK",0
@7AustinL Feels like it could be a red to green kind of day for $ZM,2
"@saxena_puru @StackinValue @RedCoatChicago @TMFStoffel @7AustinL @GavinSBaker @BrianFeroldi @knoxridley3 Notably, I should be pumping this stock like Ross Gerber with Tesla or Gene Munster with Apple as we have a very low cost basis with $ZM. Scratch everything I said and just buy buy buy 🤣 @knoxridley3",2
"Netflix leads on downloads, but YouTube Kids grabs more hours $NFLX $AMZN $ZM https://t.co/tiv8M4OYog",1
